country,country_code,city,place_name,category,description,rating,entry_fee_usd,visit_duration_hrs,best_time_to_visit,tags,lat,lon,is_unesco,continent,nearest_airport_iata,nearest_airport_name,avg_flight_price_usd
Sri Lanka,LK,Sigiriya,Sigiriya Lion Rock Fortress,Heritage,5th-century rock fortress rising 200m above surrounding jungle,4.8,30,4,Morning,"UNESCO,Rock,History,Views",7.957,80.7603,Yes,Asia,GIU,Sigiriya Air Force Base,
Sri Lanka,LK,Kandy,Temple of the Tooth Relic,Spiritual,Sri Lanka's most sacred Buddhist site housing the Buddha's tooth relic,4.7,8,2,Morning,"Buddhist,Relic,Sacred,History",7.2936,80.6413,Yes,Asia,GIU,Sigiriya Air Force Base,
Maldives,MV,Malé,Maldives Overwater Bungalows,Beach,"Iconic overwater villas above crystal-clear lagoons, world's best beaches",4.9,0,8,Nov-Apr,"Luxury,Beach,Snorkelling,Romance",4.1755,73.5093,No,Asia,MLE,Malé International Airport,600.0
Maldives,MV,Malé,North Malé Atoll Snorkelling,Nature,"Pristine coral reefs with manta rays, whale sharks and tropical fish",4.9,50,6,Nov-Apr,"Snorkelling,Diving,Marine,Wildlife",4.4,73.4333,No,Asia,MLE,Malé International Airport,600.0
Philippines,PH,Palawan,El Nido Island Hopping,Beach,"Dramatic limestone cliffs, secret lagoons and powdery beaches",4.9,20,8,Dec-May,"Lagoons,Islands,Beach,Photography",11.1784,119.3897,No,Asia,RZP,Cesar Lim Rodriguez Airport,
Philippines,PH,Bohol,Chocolate Hills,Nature,"Unusual geological formation of 1,776 conical hills turning brown in summer",4.7,5,3,Morning,"Nature,Geology,Photography,Unique",9.8497,124.1447,No,Asia,TAG,Tagbilaran Airport,
Jordan,JO,Petra,Petra (Rose City),Heritage,Ancient Nabataean city with rock-cut architecture; UNESCO World Heritage,4.9,70,8,Morning,"UNESCO,Ancient,Archaeology,Wonder",30.3285,35.4444,Yes,Asia,AQJ,Aqaba King Hussein International Airport,
Jordan,JO,Wadi Rum,Wadi Rum Desert Camp,Nature,"Vast desert landscape of red sandstone and granite, camping under stars",4.8,30,8,Sep-May,"Desert,Camping,Stars,Photography",29.593,35.4179,Yes,Asia,AQJ,Aqaba King Hussein International Airport,
Israel,IL,Jerusalem,Old City of Jerusalem,Heritage,"Ancient walled city sacred to Judaism, Christianity and Islam",4.9,0,6,Morning,"UNESCO,Holy,Religion,History",31.7767,35.2345,Yes,Asia,TLV,Ben Gurion International Airport,
Israel,IL,Dead Sea,Dead Sea Floating Experience,Nature,World's lowest point — salt lake where you float effortlessly,4.7,30,4,Any time,"Nature,Unique,Spa,Minerals",31.559,35.4732,No,Asia,MTZ,Bar Yehuda Airfield,
Egypt,EG,Giza,Pyramids of Giza & Sphinx,Heritage,"Last of the Seven Ancient Wonders of the World, built c.2560 BC",4.9,15,4,Sunrise,"UNESCO,Ancient,Wonder,Photography",29.9792,31.1342,Yes,Africa,CWE,Cairo West Airport,
Egypt,EG,Luxor,Karnak Temple Complex,Heritage,World's largest ancient religious site covering 200 acres,4.8,10,4,Morning,"Ancient,Temple,UNESCO,History",25.7188,32.6573,Yes,Africa,LXR,Luxor International Airport,
Egypt,EG,Aswan,Abu Simbel Temples,Heritage,Colossal rock-cut temples of Ramesses II relocated from Nile flooding,4.9,20,4,Early morning,"UNESCO,Ancient,Ramesses,Temples",22.3372,31.6258,Yes,Africa,ABS,Abu Simbel Airport,
Morocco,MA,Marrakech,Jemaa el-Fnaa Square,Landmark,"Bustling UNESCO-listed square with snake charmers, storytellers and food stalls",4.7,0,4,Evening,"UNESCO,Market,Culture,Food",31.6258,-7.9892,Yes,Africa,RAK,Menara Airport,250.0
Morocco,MA,Marrakech,Bahia Palace,Palace,19th-century palace with ornate Moroccan craftsmanship and lush gardens,4.7,7,2,Morning,"Palace,Architecture,Moorish,Gardens",31.6218,-7.9836,No,Africa,RAK,Menara Airport,250.0
Morocco,MA,Fes,Fes el-Bali Medina,Heritage,World's largest car-free urban area and best-preserved medieval city,4.8,0,6,Morning,"UNESCO,Medieval,Medina,Culture",34.058,-4.976,Yes,Africa,FEZ,Saïss Airport,
South Africa,ZA,Cape Town,Table Mountain,Nature,Flat-topped iconic mountain overlooking Cape Town; cable car to summit,4.8,25,4,Clear days,"Views,Cable Car,Nature,Photography",-33.9628,18.4098,No,Africa,CPT,Cape Town International Airport,
South Africa,ZA,Kruger National Park,Kruger Safari,Nature,"South Africa's flagship national park with the Big Five — lions, elephants, leopards, rhino, buffalo",4.9,30,8,May-Sep,"Safari,Wildlife,Big Five,Nature",-23.9884,31.5547,No,Africa,PHW,Hendrik Van Eck Airport,
South Africa,ZA,Cape Town,Cape of Good Hope,Nature,Dramatic southernmost tip of Africa with wild seas and lighthouse,4.7,20,5,Morning,"Scenic,Cliffs,Lighthouse,Nature",-34.3569,18.4738,No,Africa,CPT,Cape Town International Airport,
Kenya,KE,Masai Mara,Masai Mara Safari,Nature,Africa's greatest wildlife reserve — home to the annual Great Migration,4.9,100,8,Jul-Oct,"Safari,Migration,Big Five,Wildlife",-1.5021,35.147,No,Africa,MRE,Mara Serena Lodge Airstrip,
Kenya,KE,Amboseli,Amboseli National Park,Nature,Stunning elephants against the backdrop of Mount Kilimanjaro,4.8,70,8,Jun-Oct,"Elephants,Kilimanjaro,Safari,Photography",-2.6527,37.2573,No,Africa,ASV,Amboseli Airport,
Tanzania,TZ,Serengeti,Serengeti National Park,Nature,Home of the world's largest annual wildlife migration — 1.5 million wildebeest,4.9,80,8,Jun-Sep,"Safari,Migration,UNESCO,Wildlife",-2.3333,34.8333,Yes,Africa,SEU,Seronera Airport,
Tanzania,TZ,Zanzibar,Stone Town Zanzibar,Heritage,"UNESCO historic trading town with Arab, Persian and Indian influences",4.7,0,5,Any time,"UNESCO,History,Culture,Beach",-6.1659,39.1922,Yes,Africa,ZNZ,Abeid Amani Karume International Airport,
Tanzania,TZ,Kilimanjaro,Mount Kilimanjaro Trek,Nature,"Africa's highest peak (5,895m) — the world's tallest free-standing mountain",4.9,700,7,Jan-Mar & Jun-Oct,"Trekking,Highest,Africa,Adventure",-3.0674,37.3556,Yes,Africa,QSI,Moshi Airport,
Ethiopia,ET,Lalibela,Rock-Hewn Churches of Lalibela,Heritage,11 medieval monolithic churches carved from solid rock; 8th Wonder of the World,4.9,20,6,Morning,"UNESCO,Ancient,Churches,Rock-hewn",12.0316,39.0473,Yes,Africa,LLI,Lalibella Airport,
Ghana,GH,Cape Coast,Cape Coast Castle,Heritage,UNESCO colonial slave fort on the Atlantic — a powerful emotional journey,4.8,5,3,Morning,"UNESCO,History,Slavery,Colonial",5.1054,-1.2426,Yes,Africa,TKD,Takoradi Airport,
UAE,AE,Dubai,Burj Khalifa,Landmark,World's tallest building (828m) with observation deck on 124th floor,4.7,35,3,Sunset,"Tallest,Views,Architecture,Photography",25.1972,55.2744,No,Middle East,DXB,Dubai International Airport,558.0
UAE,AE,Dubai,Dubai Mall & Dubai Fountain,Landmark,"World's largest shopping mall with 1,200+ stores and world's largest choreographed fountain",4.7,0,4,Evening,"Shopping,Fountain,Entertainment,Iconic",25.1972,55.278,No,Middle East,DXB,Dubai International Airport,558.0
UAE,AE,Abu Dhabi,Sheikh Zayed Grand Mosque,Spiritual,"One of world's largest mosques with capacity for 41,000 worshippers; stunning white marble",4.9,0,3,Morning,"Mosque,Architecture,Islamic,Free",24.4128,54.4751,No,Middle East,AZI,Bateen Airport,
UAE,AE,Dubai,Dubai Desert Safari,Nature,"Exhilarating dune bashing, camel rides and traditional Bedouin camp experience",4.7,60,6,Evening,"Desert,Safari,Culture,Camel",24.9076,55.1842,No,Middle East,DWC,Al Maktoum International Airport,558.0
Saudi Arabia,SA,Hegra,Hegra (Mada'in Saleh),Heritage,Saudi Arabia's first UNESCO site — Nabataean city with 111 rock-cut tombs,4.9,35,6,Morning,"UNESCO,Nabataean,Ancient,History",26.7894,37.9533,Yes,Middle East,ULH,Majeed Bin Abdulaziz Airport,
Qatar,QA,Doha,Museum of Islamic Art,Museum,"I.M. Pei-designed museum housing 1,400 years of Islamic art and culture",4.8,0,3,Morning,"Art,Islamic,Architecture,Free",25.2948,51.6104,No,Middle East,DOH,Hamad International Airport,
USA,US,New York,Statue of Liberty,Landmark,Iconic copper statue gift from France symbolising freedom and democracy,4.7,24,4,Morning,"UNESCO,Freedom,Symbol,Photography",40.6892,-74.0445,Yes,Americas,JRB,Downtown-Manhattan/Wall St Heliport,420.0
USA,US,New York,Central Park,Park,"840-acre urban oasis in Manhattan with meadows, lakes and skyline views",4.8,0,4,Any time,"Park,Skyline,Walking,Free",40.7851,-73.9683,No,Americas,JRA,West 30th St. Heliport,420.0
USA,US,Grand Canyon,Grand Canyon National Park,Nature,"UNESCO World Heritage site; 446km-long canyon up to 1,857m deep",4.9,35,8,Spring & Fall,"UNESCO,Canyon,Nature,Hiking",36.107,-112.113,Yes,Americas,GCN,Grand Canyon National Park Airport,
USA,US,Las Vegas,Las Vegas Strip,Landmark,"4.2km stretch of themed luxury resorts, casinos and entertainment",4.5,0,6,Night,"Casino,Entertainment,Nightlife,Shows",36.1147,-115.1728,No,Americas,LAS,McCarran International Airport,
USA,US,San Francisco,Golden Gate Bridge,Landmark,Iconic 1937 suspension bridge spanning San Francisco Bay,4.8,0,3,Morning,"Bridge,Iconic,Photography,Free",37.8199,-122.4783,No,Americas,NGZ,Alameda Naval Air Station,
Canada,CA,Banff,Banff National Park,Nature,"Canada's oldest national park with turquoise lakes, glaciers and wildlife",4.9,10,8,Summer & Winter,"UNESCO,Nature,Lakes,Wildlife",51.4968,-115.9281,Yes,Americas,YBA,Banff Airport,
Canada,CA,Niagara Falls,Niagara Falls,Nature,Horseshoe Falls — world's highest flow rate waterfall on Canada-US border,4.8,0,4,Any time,"Waterfall,Nature,Photography,Free",43.0896,-79.0849,No,Americas,YCM,Niagara District Airport,
Canada,CA,Quebec City,Old Quebec City,Heritage,UNESCO-listed fortified city — North America's only remaining walled city north of Mexico,4.8,0,5,Summer & Winter,"UNESCO,French,History,Architecture",46.8139,-71.2082,Yes,Americas,YQB,Quebec Jean Lesage International Airport,
Mexico,MX,Chichen Itza,Chichen Itza,Heritage,Mayan archaeological site with El Castillo pyramid — New Seven Wonders,4.8,25,5,Morning,"UNESCO,Mayan,Ancient,Wonder",20.6843,-88.5678,Yes,Americas,CZA,Chichen Itza International Airport,
Mexico,MX,Cancun,Tulum Ruins,Heritage,Clifftop Mayan ruins with Caribbean Sea backdrop — stunning views,4.8,5,3,Morning,"Mayan,Ruins,Beach,Photography",20.21,-87.4329,No,Americas,CZM,Cozumel International Airport,350.0
Mexico,MX,Mexico City,Palacio Nacional Murals,Museum,Diego Rivera's epic murals depicting Mexican history in the National Palace,4.8,0,3,Morning,"Art,Rivera,Murals,Free",19.4326,-99.1332,No,Americas,MEX,Licenciado Benito Juarez International Airport,380.0
Brazil,BR,Rio de Janeiro,Christ the Redeemer,Landmark,Iconic 30m Art Deco statue atop Corcovado Mountain — New Seven Wonders,4.8,22,4,Morning,"Icon,New Wonder,Views,Photography",-22.9519,-43.2105,Yes,Americas,SDU,Santos Dumont Airport,
Brazil,BR,Rio de Janeiro,Iguazu Falls,Nature,World's largest waterfall system spanning Brazil and Argentina,4.9,35,8,Any time,"UNESCO,Waterfall,Nature,Photography",-25.6953,-54.4367,Yes,Americas,IGU,Cataratas International Airport,
Brazil,BR,Salvador,Pelourinho Historic Centre,Heritage,UNESCO-listed colonial Afro-Brazilian neighbourhood with baroque churches and capoeira,4.7,0,4,Evening,"UNESCO,African,Culture,Music",-12.9716,-38.5011,Yes,Americas,SSA,Deputado Luiz Eduardo Magalhães International Airport,
Peru,PE,Cusco,Machu Picchu,Heritage,Inca citadel in the Andes — one of the world's greatest archaeological sites,4.9,55,8,Sunrise,"UNESCO,Inca,Ancient,Wonder",-13.1631,-72.545,Yes,Americas,CUZ,Alejandro Velasco Astete International Airport,
Peru,PE,Cusco,Rainbow Mountain (Vinicunca),Nature,Stunning Andean mountain with vivid rainbow-coloured mineral stripes,4.8,15,10,May-Nov,"Rainbow,Andes,Hiking,Photography",-13.8961,-71.2927,No,Americas,CUZ,Alejandro Velasco Astete International Airport,
Argentina,AR,Buenos Aires,La Boca & Caminito,Landmark,Colourful tango-birthplace neighbourhood with vibrant street art and street dancers,4.7,0,3,Afternoon,"Tango,Colourful,Culture,Art",-34.6351,-58.3625,No,Americas,AEP,Jorge Newbery Airpark,
Argentina,AR,Patagonia,Perito Moreno Glacier,Nature,One of the world's few advancing glaciers — 250km² of blue ice,4.9,20,6,Any time,"Glacier,UNESCO,Nature,Photography",-50.4957,-73.1399,Yes,Americas,ING,Lago Argentino Airport,
Colombia,CO,Cartagena,Walled City of Cartagena,Heritage,"UNESCO colonial city with colourful balconies, churches and golden sand beaches",4.8,0,5,Evening,"UNESCO,Colonial,Architecture,Caribbean",10.391,-75.4794,Yes,Americas,CTG,Rafael Nuñez International Airport,
Colombia,CO,Medellin,Commune 13 (Medellín),Landmark,"Transformed neighbourhood with vibrant street art, outdoor escalators and cultural revival",4.7,0,4,Morning,"Street Art,Culture,Transformation,Urban",6.2464,-75.5972,No,Americas,EOH,Enrique Olaya Herrera Airport,
Chile,CL,Easter Island,Easter Island (Moai Statues),Heritage,Mysterious 900 stone statues created by Rapa Nui people — remote wonder,4.9,80,8,Any time,"UNESCO,Moai,Mystery,Photography",-27.1127,-109.3497,Yes,Americas,IPC,Mataveri Airport,
Chile,CL,San Pedro de Atacama,Atacama Desert & Valle de la Luna,Nature,World's driest non-polar desert with otherworldly salt flats and moon valley,4.8,15,8,Sunset,"Desert,Salt Flats,Photography,Stargazing",-22.9087,-68.1996,No,Americas,CJC,El Loa Airport,
Australia,AU,Sydney,Sydney Opera House,Landmark,UNESCO-listed architectural masterpiece on Sydney Harbour,4.8,40,3,Evening,"UNESCO,Architecture,Harbour,Photography",-33.8568,151.2153,Yes,Oceania,SYD,Sydney Kingsford Smith International Airport,1000.0
Australia,AU,Sydney,Sydney Harbour Bridge,Landmark,'Coathanger' — iconic 1932 bridge with BridgeClimb experience,4.7,30,3,Sunrise,"Bridge,Climb,Views,Iconic",-33.8523,151.2108,No,Oceania,SYD,Sydney Kingsford Smith International Airport,1000.0
Australia,AU,Queensland,Great Barrier Reef,Nature,World's largest coral reef system — UNESCO site with 900 islands,4.9,80,8,Jun-Nov,"UNESCO,Diving,Coral,Wildlife",-18.2871,147.6992,Yes,Oceania,PMK,Palm Island Airport,
Australia,AU,Northern Territory,Uluru (Ayers Rock),Heritage,Sacred 348m red sandstone monolith — spiritual heart of Australia,4.9,25,5,Sunrise & Sunset,"Sacred,Aboriginal,UNESCO,Photography",-25.3444,131.0369,Yes,Oceania,AYQ,Ayers Rock Connellan Airport,
New Zealand,NZ,Queenstown,Milford Sound Cruise,Nature,"Fiordland's crown jewel — sheer cliffs, waterfalls and dolphins",4.9,60,6,Morning,"Fiord,Cruise,Nature,Photography",-44.6714,167.9267,Yes,Oceania,MFN,Milford Sound Airport,
New Zealand,NZ,Rotorua,Rotorua Geothermal & Maori Culture,Nature,"Bubbling mud pools, geysers and authentic Maori cultural experiences",4.7,30,6,Any time,"Geothermal,Maori,Culture,Geysers",-38.1368,176.2497,No,Oceania,ROT,Rotorua Regional Airport,
Fiji,FJ,Nadi,Yasawa Islands,Beach,"Remote volcanic islands with pristine beaches, snorkelling and traditional villages",4.8,50,8,May-Oct,"Beach,Islands,Snorkelling,Remote",-17.6194,177.0481,No,Oceania,MNF,Mana Island Airport,
United States,XX,Barter Island,Barter Island Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Barter Island.",4.6,0,3,Evening,"Nightlife,Food",70.1493743108074,-143.58019948199143,No,Unknown,BTI,Barter Island LRRS Airport,
United States,XX,Barter Island,Barter Island Central Square,Landmark,"The historic heart of Barter Island, bustling with locals and cafes.",4.8,25,3,Afternoon,"Iconic,Free",70.14359560367969,-143.58214428628835,No,Unknown,BTI,Barter Island LRRS Airport,
United States,XX,Cape Lisburne,Cape Lisburne Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Cape Lisburne.,4.1,25,1,Morning,"Architecture,Spiritual",68.87429974399875,-166.09746870503412,No,Unknown,LUR,Cape Lisburne LRRS Airport,
United States,XX,Cape Lisburne,Cape Lisburne National Museum,Museum,Explore the deep history and culture of United States in Cape Lisburne.,4.7,0,2,Morning,"History,Culture",68.86441065744236,-166.10108098350943,No,Unknown,LUR,Cape Lisburne LRRS Airport,
United States,XX,Cape Lisburne,Cape Lisburne Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Cape Lisburne.",4.4,5,2,Evening,"Nightlife,Food",68.87684847450994,-166.10980693371516,No,Unknown,LUR,Cape Lisburne LRRS Airport,
United States,XX,Point Lay,Point Lay Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Point Lay.",4.2,10,2,Evening,"Nightlife,Food",69.71364550416874,-163.00051356300986,No,Unknown,PIZ,Point Lay LRRS Airport,
United States,XX,Point Lay,Point Lay City Botanical Gardens,Park,A peaceful green oasis in the middle of Point Lay.,4.2,0,1,Morning,"Nature,Relaxing",69.74735253929796,-163.00765746555658,No,Unknown,PIZ,Point Lay LRRS Airport,
United States,XX,Point Lay,Point Lay Scenic Lookout Point,Nature,Panoramic views of Point Lay and its surroundings.,4.9,25,3,Sunset,"Views,Nature",69.71992057053721,-163.0105037230472,No,Unknown,PIZ,Point Lay LRRS Airport,
United States,XX,Hilo,Hilo Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Hilo.,4.1,0,1,Morning,"Architecture,Spiritual",19.717618123195926,-155.03042149749936,No,Unknown,ITO,Hilo International Airport,
United States,XX,Hilo,Hilo Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Hilo.",4.8,10,2,Evening,"Nightlife,Food",19.70183722276674,-155.05383857442283,No,Unknown,ITO,Hilo International Airport,
United States,XX,Orlando,Orlando City Botanical Gardens,Park,A peaceful green oasis in the middle of Orlando.,4.1,5,1,Morning,"Nature,Relaxing",28.549528120848024,-81.34080485693283,No,Unknown,ORL,Orlando Executive Airport,
United States,XX,Orlando,Orlando Scenic Lookout Point,Nature,Panoramic views of Orlando and its surroundings.,4.1,25,1,Sunset,"Views,Nature",28.562897263303306,-81.347899644327,No,Unknown,ORL,Orlando Executive Airport,
United States,XX,Orlando,Orlando Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Orlando.,4.0,5,2,Morning,"Architecture,Spiritual",28.561822906957865,-81.317424546475,No,Unknown,ORL,Orlando Executive Airport,
United States,XX,Bettles,Bettles National Museum,Museum,Explore the deep history and culture of United States in Bettles.,4.6,5,2,Morning,"History,Culture",66.90173971887025,-151.51512580395618,No,Unknown,BTT,Bettles Airport,
United States,XX,Bettles,Bettles City Botanical Gardens,Park,A peaceful green oasis in the middle of Bettles.,4.1,10,2,Morning,"Nature,Relaxing",66.92759644741417,-151.5170621884115,No,Unknown,BTT,Bettles Airport,
United States,XX,Indian Mountains,Indian Mountains National Museum,Museum,Explore the deep history and culture of United States in Indian Mountains.,4.6,0,3,Morning,"History,Culture",65.99754536086282,-153.7196580151289,No,Unknown,UTO,Indian Mountain LRRS Airport,
United States,XX,Indian Mountains,Indian Mountains City Botanical Gardens,Park,A peaceful green oasis in the middle of Indian Mountains.,4.4,15,3,Morning,"Nature,Relaxing",65.98191739806431,-153.7207878795297,No,Unknown,UTO,Indian Mountain LRRS Airport,
United States,XX,Indian Mountains,Indian Mountains Central Square,Landmark,"The historic heart of Indian Mountains, bustling with locals and cafes.",4.5,10,3,Afternoon,"Iconic,Free",65.98118173308303,-153.7127022212464,No,Unknown,UTO,Indian Mountain LRRS Airport,
United States,XX,Fort Yukon,Fort Yukon National Museum,Museum,Explore the deep history and culture of United States in Fort Yukon.,4.7,5,2,Morning,"History,Culture",66.58471197443941,-145.25036461687986,No,Unknown,FYU,Fort Yukon Airport,
